star_name,served_arpt,fixes
SAMPL.VCTRZ2,DTW,SAMPL WNNNE SAADD HOSSA KRABN URBAN HAYLL VCTRZ HYSMN UUOFM
SAVVI.HEDEE1,HAO I69 LUK,SAVVI UKATS BOWRR ORLEE HEDEE KEFKA
BUWZO.HELNS6,HIO PDX TTD UAO,BUWZO HELNS KRATR BTG
SEA.HELNS6,HIO PDX TTD UAO,SEA BUWZO HELNS KRATR BTG
AIROW.HENBY1,GSO INT,AIROW HENBY GSO
DBRAH.HENBY1,GSO INT,DBRAH HENBY GSO
GLD.OZZZY5,COS,GLD GLITR CREWW DOHRS HGO OZZZY ADANE
LAA.OZZZY5,COS,LAA TULLL HYMNS HGO OZZZY ADANE
BAYYR.HHOOD5,PDX,BAYYR HHOOD BEEVS BLRUN
JKNOX.HHOOD5,PDX,JKNOX MYTOE BAYYR HHOOD BEEVS BLRUN
JORAD.HHOOD5,PDX,JORAD LUUND YENTL HHOOD BEEVS BLRUN
JOTBA.HHOOD5,PDX,JOTBA SODDA RABBI HHOOD BEEVS BLRUN
RABBI.HHOOD5,PDX,RABBI HHOOD BEEVS BLRUN
SODDA.HHOOD5,PDX,SODDA RABBI HHOOD BEEVS BLRUN
YENTL.HHOOD5,PDX,YENTL HHOOD BEEVS BLRUN
MLP.HILIE3,GEG SFF SKA,MLP HILIE ROPES
HTHWY.TIMMO1,OFF OMA,HTHWY HILRS TIMMO MOONR
RIZZZ.BUKHD3,6A2 CCO CVC D73 FFC FTY HMP LZU MGE PDK PUJ RYY VPC,RIZZZ MDTWN HLNDS BUKHD
WUDYA.BUKHD3,6A2 CCO CVC D73 FFC FTY HMP LZU MGE PDK PUJ RYY VPC,WUDYA HAVVE HLNDS BUKHD
ESTWD.BRUEN2,LAX,ESTWD MCQWN MDLER MNROE HLYWD BRUEN AVATR TRUBL EMMMY WHDDN SHRTZ
FNNDA.BRUEN2,LAX,FNNDA MDLER MNROE HLYWD BRUEN AVATR TRUBL EMMMY WHDDN SHRTZ
GABBL.BRUEN2,LAX,GABBL CHPLN NWMAN MDLER MNROE HLYWD BRUEN AVATR TRUBL EMMMY WHDDN SHRTZ
MDLER.BRUEN2,LAX,MDLER MNROE HLYWD BRUEN AVATR TRUBL EMMMY WHDDN SHRTZ
ESTWD.HLYWD1,LAX,ESTWD MCQWN MDLER MNROE HLYWD BRUEN AVATR DAAAY WADUP NEILE SEAVU
FNNDA.HLYWD1,LAX,FNNDA MDLER MNROE HLYWD BRUEN AVATR DAAAY WADUP NEILE SEAVU
GABBL.HLYWD1,LAX,GABBL CHPLN NWMAN MDLER MNROE HLYWD BRUEN AVATR DAAAY WADUP NEILE SEAVU
MDLER.HLYWD1,LAX,MDLER MNROE HLYWD BRUEN AVATR DAAAY WADUP NEILE SEAVU
ELD.HOBRK4,MEM,ELD FAYEE OTIIS HOBRK
FAYEE.HOBRK4,MEM,FAYEE OTIIS HOBRK
LITTR.HOBRK4,MEM,LITTR BEAVV HOBRK
MEVEE.HOBRK4,MEM,MEVEE CPLAN HOBRK
TXK.HOBRK4,MEM,TXK FAYEE OTIIS HOBRK
BEORN.HOBTT2,ATL,BEORN STRDR GIMLY AZZOG SMAWG HOBTT ENSLL
COOUP.HOBTT2,ATL,COOUP KHMYA CNDLR FNLEY SMAWG HOBTT ENSLL
DRSDN.HOBTT2,ATL,DRSDN SMAWG HOBTT ENSLL
ENNTT.HOBTT2,ATL,ENNTT GONDR SMAWG HOBTT ENSLL
FRDDO.HOBTT2,ATL,FRDDO BLLBO BGGNS SMAWG HOBTT ENSLL
GOLLM.HOBTT2,ATL,GOLLM ROHUN AZZOG SMAWG HOBTT ENSLL
KHMYA.HOBTT2,ATL,KHMYA CNDLR FNLEY SMAWG HOBTT ENSLL
ORRKK.HOBTT2,ATL,ORRKK MORDR RAETH NZGUL SMAWG HOBTT ENSLL
SHYRE.HOBTT2,ATL,SHYRE FRDDO BLLBO BGGNS SMAWG HOBTT ENSLL
STRDR.HOBTT2,ATL,STRDR GIMLY AZZOG SMAWG HOBTT ENSLL
BASLE.HOTAR1,CRG JAX NIP NRB SGJ VQQ,BASLE WYTOK JABOR HOTAR
GRI.HOWRY3,OFF OMA,GRI HOWRY BOYSS
ONL.HOWRY3,OFF OMA,ONL OLU HOWRY BOYSS
DOHHN.HSKNS1,ELP,DOHHN HSKNS FINAG BECON
LAX.HUBRD1,SAN,LAX HUBRD CARDI TORIE
SXC.HUBRD1,SAN,SXC HUBRD CARDI TORIE
AEX.HUDZY5,54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,AEX BRWCK WAPPL HUDZY CLWSN SWWAA
TOKIO.HUULL2,LAX,TOKIO MANZZ RBOTO LLEVI BRUKY HUULL GNZZO RYDRR KEVVI BAYST JUUSE CLIFY DAHJR GADDO
INW.HUUTY1,CHD FFZ IWA,INW KENRY TYYNE HUUTY CHEKR ROSEE CNYON BAYTA AEJAY TYLIK
ZUN.HUUTY1,CHD FFZ IWA,ZUN CARZO MICHY PRRES HUUTY CHEKR ROSEE CNYON BAYTA AEJAY TYLIK
MSKTS.HUUVR1,1G3 AKR CAK,MSKTS JJUST PUTYM ONMME CRWDR HUUVR
SPOCC.HUUVR1,1G3 AKR CAK,SPOCC JUUNY LAYES HUUVR
BLH.HYDRR1,PHX,BLH SCOLE SPINK SNRRA SWOON HYDRR GEELA
HOGGZ.HYDRR1,PHX,HOGGZ JUDTH RKDAM HYDRR GEELA
SALOM.HYDRR1,PHX,SALOM MHAVI SWOON HYDRR GEELA
HUMBO.HYTHR3,MEM,HUMBO PAYNN HYTHR ROBYE ASSUR
NMANN.HYTHR3,MEM,NMANN HUMBO PAYNN HYTHR ROBYE ASSUR
RRUSH.HYTHR3,MEM,RRUSH HUMBO PAYNN HYTHR ROBYE ASSUR
BURGL.IRNMN2,HHR LAX,BURGL DOUIT CROWY MUPTT MDOTS GRIPR BIKNG RUNNN IRNMN SYMON BAYST JUUSE CLIFY DAHJR GADDO
FRASR.IRNMN2,HHR LAX,FRASR IRNMN SYMON BAYST JUUSE CLIFY DAHJR GADDO
MUPTT.IRNMN2,HHR LAX,MUPTT MDOTS GRIPR BIKNG RUNNN IRNMN SYMON BAYST JUUSE CLIFY DAHJR GADDO
REBRG.IRNMN2,HHR LAX,REBRG STADD DOUIT CROWY MUPTT MDOTS GRIPR BIKNG RUNNN IRNMN SYMON BAYST JUUSE CLIFY DAHJR GADDO
RIC.IRONS7,DCA,RIC EPICS OJAAY IRONS SAMMO
HIHWY.IVINS2,VNY,HIHWY MAIDD PEPRZ HEVVY ROKKR ZEPPE IVINS
HONZK.IVINS2,VNY,HONZK PRPLE XXELL YUTOO TRAVV ROKKR ZEPPE IVINS
PRPLE.IVINS2,VNY,PRPLE XXELL YUTOO TRAVV ROKKR ZEPPE IVINS
RDHOT.IVINS2,VNY,RDHOT IGGYY HONZK PRPLE XXELL YUTOO TRAVV ROKKR ZEPPE IVINS
REBRG.IVINS2,VNY,REBRG MMTLY CRUUE EEAZY HIHWY MAIDD PEPRZ HEVVY ROKKR ZEPPE IVINS
BITTE.JAFAR3,ISM MCO ORL,BITTE BRKWL JAFAR
BRKWL.JAFAR3,ISM MCO ORL,BRKWL JAFAR
MJKAL.JAFAR3,ISM MCO ORL,MJKAL HUNKR DOWNO BRKWL JAFAR
BOOYA.JAIKE4,47N CDW LDJ MMU SMQ TEB,BOOYA BTWNG MITCH SWANN JNJEN BUZIE SPNCR JAIKE ILENE WACKI MAZIE REGLE SBJ
GVE.JAIKE4,47N CDW LDJ MMU SMQ TEB,GVE BOOYA BTWNG MITCH SWANN JNJEN BUZIE SPNCR JAIKE ILENE WACKI MAZIE REGLE SBJ
HYTRA.JAIKE4,47N CDW LDJ MMU SMQ TEB,HYTRA JNJEN BUZIE SPNCR JAIKE ILENE WACKI MAZIE REGLE SBJ
SWANN.JAIKE4,47N CDW LDJ MMU SMQ TEB,SWANN JNJEN BUZIE SPNCR JAIKE ILENE WACKI MAZIE REGLE SBJ
SWNGR.JAIKE4,47N CDW LDJ MMU SMQ TEB,SWNGR ALXEA RAIMY VAALI SWANN JNJEN BUZIE SPNCR JAIKE ILENE WACKI MAZIE REGLE SBJ
ARTUR.JAKIE6,CVG,ARTUR CHEDA TRANQ HRMBE JAKIE NAVPE OPAVE
CUBIM.JAKIE6,CVG,CUBIM MELNZ OYAYO HRMBE JAKIE NAVPE OPAVE
DOLLI.JAKIE6,CVG,DOLLI ARTUR CHEDA HRMBE JAKIE NAVPE OPAVE
VXV.JAKIE6,CVG,VXV ARTUR CHEDA TRANQ HRMBE JAKIE NAVPE OPAVE
BRBIE.JAKKS2,IND,BRBIE DNICK EMMLY JAKKS OPPIE ATILE
DELHI.JAKKS2,IND,DELHI EARND ELANR EMMLY JAKKS OPPIE ATILE
ELANR.JAKKS2,IND,ELANR EMMLY JAKKS OPPIE ATILE
GETTA.JAKTZ2,CMH LCK OSU,GETTA JIMUR MOAKS PODGY FISUL JAKTZ
JUDDI.JAKTZ2,CMH LCK OSU,JUDDI JIMUR MOAKS PODGY FISUL JAKTZ
HMV.LIINN3,AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA,HMV LOOIE JALIT LIINN CLT
SOT.LIINN3,AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA,SOT WUUTN JALIT LIINN CLT
VXV.LIINN3,AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA,VXV CLRRY JALIT LIINN CLT
BCE.JAMMN5,SLC,BCE SLINA DTA LAZLO JAMMN CHHIP
MLF.JAMMN5,SLC,MLF BEVRR DTA LAZLO JAMMN CHHIP
BUGGA.JANNY5,BUR VNY,BUGGA JOEES DNUTT JOHHN BASAL DYVER CHKNZ KOPLE PMD JANNY PUCCK
KREME.JANNY5,BUR VNY,KREME DNUTT JOHHN BASAL DYVER CHKNZ KOPLE PMD JANNY PUCCK
EED.JANNY5,BUR VNY,EED COOOP TAAAP JOEES DNUTT JOHHN BASAL DYVER CHKNZ KOPLE PMD JANNY PUCCK
PURSE.JANNY5,BUR VNY,PURSE NIPIY KREME DNUTT JOHHN BASAL DYVER CHKNZ KOPLE PMD JANNY PUCCK
WELUM.JANNY5,BUR VNY,WELUM NIPIY KREME DNUTT JOHHN BASAL DYVER CHKNZ KOPLE PMD JANNY PUCCK
WNCHL.JANNY5,BUR VNY,WNCHL GLAZD SNTRA COWWS KOPLE PMD JANNY PUCCK
TOU.JAWBN7,BFI SEA TCM,TOU JAWBN DIGGN ALKIA
BYRDY.JAYSN3,LAS,BYRDY JAYSN WAPID
FEYLA.JCKIE2,ONT,FEYLA PEIRC LRSON JNBOY JCKIE GBNEY GRRAY HINOH
HEYNG.JCKIE2,ONT,HEYNG GUYRR JCKIE GBNEY GRRAY HINOH
MARUE.JCKIE2,ONT,MARUE SCROW FJAYY GRNER JAJEE JNBOY JCKIE GBNEY GRRAY HINOH
NATEE.JCKIE2,ONT,NATEE FEYLA PEIRC LRSON JNBOY JCKIE GBNEY GRRAY HINOH
GUP.JESSE3,PHX,GUP NEPTN JESSE GUMMO EAGUL DBACK HOMRR BUNTR
INW.JESSE3,PHX,INW JESSE GUMMO EAGUL DBACK HOMRR BUNTR
ZUN.JESSE3,PHX,ZUN NEPTN JESSE GUMMO EAGUL DBACK HOMRR BUNTR
DEBRL.JESTR1,BCT F45 FXE LNA PBI PMP,DEBRL JESTR
HIBAC.JESTR1,BCT F45 FXE LNA PBI PMP,HIBAC JESTR
ONDEC.JFUND2,BOS,ONDEC JFUND
PONCT.JFUND2,BOS,PONCT STOLI MNSTA SEETS DUBLE BASEZ JFUND
WHATE.JFUND2,BOS,WHATE ONDEC JFUND
EMP.JHAWK8,FLV GPH IXD LXT MCI MKC OJC STJ,EMP JHAWK
BRIGS.JIIMS4,ILG MQS PHL PNE TTN,BRIGS IROKT JIIMS
DASHA.JIIMS4,ILG MQS PHL PNE TTN,DASHA WNSTN HEKMN JIIMS
ZJAAY.JIIMS4,ILG MQS PHL PNE TTN,ZJAAY PKCHP RADDS WNSTN HEKMN JIIMS
BUMPY.MBELL5,JVY LOU SDF,BUMPY PENBE XXTRA JIINN MBELL
IMOUT.MBELL5,JVY LOU SDF,IMOUT VENMO XXTRA JIINN MBELL
MOOCH.MBELL5,JVY LOU SDF,MOOCH PENBE XXTRA JIINN MBELL
PENBE.MBELL5,JVY LOU SDF,PENBE XXTRA JIINN MBELL
CRUZR.JINXX1,EDF,CRUZR REDXX UCABU JINXX HOBBS RUNTZ RNICH SSNOW
HOJOE.JINXX1,EDF,HOJOE DXXTR TIDBY JINXX HOBBS RUNTZ RNICH SSNOW
EEWOK.JJEDI3,ATL,EEWOK LAYUH FLKNN CHWEE JJEDI DAFII GRHAM POOBA
HOTHH.JJEDI3,ATL,HOTHH LLNDO XWNNG BBFET JJEDI DAFII GRHAM POOBA
LARZZ.JJEDI3,ATL,LARZZ NEWHP DTSTR WOKIE JJEDI DAFII GRHAM POOBA
LAYUH.JJEDI3,ATL,LAYUH FLKNN CHWEE JJEDI DAFII GRHAM POOBA
MELNM.JJEDI3,ATL,MELNM LAYUH FLKNN CHWEE JJEDI DAFII GRHAM POOBA
SKWKR.JJEDI3,ATL,SKWKR LAYUH FLKNN CHWEE JJEDI DAFII GRHAM POOBA
TYFTR.JJEDI3,ATL,TYFTR NEWHP DTSTR WOKIE JJEDI DAFII GRHAM POOBA
COMDY.FILPZ4,CLT,COMDY BLAYQ PHAYE JJENY FILPZ
SKYWA.FILPZ4,CLT,SKYWA NIZAM COMDY BLAYQ PHAYE JJENY FILPZ
TAZZA.FILPZ4,CLT,TAZZA COMDY BLAYQ PHAYE JJENY FILPZ
CYBIL.JMONY2,JVY LOU SDF,CYBIL AGILE KNGFU SHARE SUUPR GDAYE LISZA JMONY
SHARE.JMONY2,JVY LOU SDF,SHARE SUUPR GDAYE LISZA JMONY
CCHIP.WIGOL3,IAD,CCHIP JUDGG JOANZ BBILL BETEE WIGOL
DORRN.WIGOL3,IAD,DORRN JOANZ BBILL BETEE WIGOL
WIILT.WIGOL3,IAD,WIILT JOANZ BBILL BETEE WIGOL
COREA.JOKRS3,ISM LEE MCO MLB ORL SFB,COREA SIMIE FAZES MOANS JOKRS
CSHEL.JOKRS3,ISM LEE MCO MLB ORL SFB,CSHEL SIMIE FAZES MOANS JOKRS
FAZES.JOKRS3,ISM LEE MCO MLB ORL SFB,FAZES MOANS JOKRS
FERAL.JOKRS3,ISM LEE MCO MLB ORL SFB,FERAL CSHEL SIMIE FAZES MOANS JOKRS
MOANS.JOKRS3,ISM LEE MCO MLB ORL SFB,MOANS JOKRS
BESTT.JONZE5,CLT,BESTT CNTLR EVRRR KUPPP CAAKE JONZE
CNTLR.JONZE5,CLT,CNTLR EVRRR KUPPP CAAKE JONZE
THRSR.JOOLS1,AFP AKH CLT DCM EHO EQY IPJ JQF LKR N52 RUQ UZA VUJ,THRSR PENFI HRTWL ZELLE JOOLS CHPTR
WANSA.JOOLS1,AFP AKH CLT DCM EHO EQY IPJ JQF LKR N52 RUQ UZA VUJ,WANSA JEENI HRTWL ZELLE JOOLS CHPTR
HTO.JORDN2,PVD,HTO JORDN MINNK
ARMUR.JOSHE3,SJU,ARMUR KYAAK JOSHE
KIKER.JOSHE3,SJU,KIKER ZNDER JOSHE
MELLA.JOSHE3,SJU,MELLA JOSHE
SCAPA.JOSHE3,SJU,SCAPA GABYY JOSHE
ASIIX.JSONN4,MCI,ASIIX JSONN SDKIS
DPEAK.JSONN4,MCI,DPEAK JSONN SDKIS
CHAIN.JULLE5,HNL,CHAIN SOBOW SERAH SAKKI JULLE ALANA
DOVRR.JULLE5,HNL,DOVRR DAFRE JORDA JULLE ALANA
HOKLA.JULLE5,HNL,HOKLA FIRES CRISI JORDA JULLE ALANA
LNY.JULLE5,HNL,LNY GRAMY SOBOW SERAH SAKKI JULLE ALANA
FUBLL.JUNNR4,GMU GSP GYH SPA,FUBLL GMONY WAMUR JUNNR OPENS YELKS KWOOD TANCE BURGG
MCW.JVL1,ORD,MCW SUZYQ VIKNG LARVA JIBOR BRIBE MYTCH JVL KRENA
COPEL.KABEE3,JQF RUQ SVH VUJ,COPEL KABEE BIFFL NASCR
AUNTI.KAENA3,HNL,AUNTI AHHEE EXCES PISKE HAWYN OPAHH KAENA MAKOA
BITTA.KAENA3,HNL,BITTA BECAN EXCES PISKE HAWYN OPAHH KAENA MAKOA
CLUTS.KAENA3,HNL,CLUTS CONED FROWS REWWA HAWYN OPAHH KAENA MAKOA
DENNS.KAENA3,HNL,DENNS DANYA LEEIA CIGAN HAWYN OPAHH KAENA MAKOA
ZOULU.KAENA3,HNL,ZOULU ZELDO EXCES PISKE HAWYN OPAHH KAENA MAKOA
MCW.KASPR7,MSP,MCW JAGOW KASPR FGT
ALO.KASPR7,MSP,ALO JAGOW KASPR FGT
FIRES.KAYAK6,KOA,FIRES TAMMI KAYAK KOA
LNY.KAYAK6,KOA,LNY ZILNA TAMMI KAYAK KOA
OGG.KAYAK6,KOA,OGG ZILNA TAMMI KAYAK KOA
MKK.KAYAK6,KOA,MKK WANSI TAMMI KAYAK KOA
OKALA.KAYAK6,KOA,OKALA MUE KEANY MALIA KAYAK KOA
ONOHI.KAYAK6,KOA,ONOHI WANSI TAMMI KAYAK KOA
UPP.KAYAK6,KOA,UPP SODZE KAYAK KOA
BUM.KAYLA3,STL,BUM FEBAP KOOOP NATEM KAYLA BGMAC
KOOOP.KAYLA3,STL,KOOOP NATEM KAYLA BGMAC
ANX.KAYLA3,STL,ANX HEBNA KOOOP NATEM KAYLA BGMAC
SGF.KAYLA3,STL,SGF GNNON JEXAV ZULMO KAYLA BGMAC
HEC.KAYOH8,FUL LGB SLI SNA TOA,HEC BULGY DAWNA HDF FRETS KAYOH JOGIT SLI
PSP.KAYOH8,FUL LGB SLI SNA TOA,PSP AHLEX BANDS HDF FRETS KAYOH JOGIT SLI
CHUKY.KIDDZ5,EFD GLS HOU LBX,CHUKY DREAH OWEEE PHEBE JAAES KIDDZ SNIFY QTRBK
DILLO.KIDDZ5,EFD GLS HOU LBX,DILLO CHUKY DREAH OWEEE PHEBE JAAES KIDDZ SNIFY QTRBK
ELLVR.KIDDZ5,EFD GLS HOU LBX,ELLVR NNEAL MMAXX EEVAH BEANE CAASE KIDDZ SNIFY QTRBK
ILEXY.KIDDZ5,EFD GLS HOU LBX,ILEXY KIDDZ SNIFY QTRBK
NNEAL.KIDDZ5,EFD GLS HOU LBX,NNEAL MMAXX EEVAH BEANE CAASE KIDDZ SNIFY QTRBK
LHS.KIMMO3,LAX SMO,LHS SAUGS KIMMO DARTS
PMD.KIMMO3,LAX SMO,PMD BOGET KIMMO DARTS
EHF.KIMMO3,LAX SMO,EHF ARVIN AMONT LOPES LHS SAUGS KIMMO DARTS
TTE.KIMMO3,LAX SMO,TTE WRING AMONT LOPES LHS SAUGS KIMMO DARTS
CMAAC.KKILR3,MSP,CMAAC KKILR HUGGI KRISP
HENDR.KKILR3,MSP,HENDR CMAAC KKILR HUGGI KRISP
KAMMA.KKILR3,MSP,KAMMA BEERI ROBBY KBULL ZZING HENDR CMAAC KKILR HUGGI KRISP
KBULL.KKILR3,MSP,KBULL ZZING HENDR CMAAC KKILR HUGGI KRISP
CANON.KLANI4,HNL,CANON CHOKL DEEKE KLANI BAFRE SHLLS
DANNO.KLANI4,HNL,DANNO DENKL OUCHI KLANI BAFRE SHLLS
OUCHI.KLANI4,HNL,OUCHI KLANI BAFRE SHLLS
PUPPI.KLANI4,HNL,PUPPI SYIKL JIMMA KLANI BAFRE SHLLS
SYVAD.KLANI4,HNL,SYVAD SYIKL JIMMA KLANI BAFRE SHLLS
THOMA.KLANI4,HNL,THOMA TORKL JLAKE KLANI BAFRE SHLLS
HARTT.KLUBS1,RNO,HARTT JAGOM KLUBS EELZA LIBGE
BGTOE.BACHR4,DAL,BGTOE SHLLY ANGST PUNKY KNEAD BREES TUFIT RVLEY BGTEX QUYNN REDDN BACHR
DITSY.BACHR4,DAL,DITSY CHRLY FRSTI KNEAD BREES TUFIT RVLEY BGTEX QUYNN REDDN BACHR
FRSTI.BACHR4,DAL,FRSTI KNEAD BREES TUFIT RVLEY BGTEX QUYNN REDDN BACHR
SHLLY.BACHR4,DAL,SHLLY ANGST PUNKY KNEAD BREES TUFIT RVLEY BGTEX QUYNN REDDN BACHR
BGTOE.DRYYE2,DAL,BGTOE SHLLY DEEPS PUNKY KNEAD DRYYE SCOPS SWVAY
DITSY.DRYYE2,DAL,DITSY AGAIN FRSTI KNEAD DRYYE SCOPS SWVAY
FRSTI.DRYYE2,DAL,FRSTI KNEAD DRYYE SCOPS SWVAY
SHLLY.DRYYE2,DAL,SHLLY DEEPS PUNKY KNEAD DRYYE SCOPS SWVAY
BGTOE.PAWLZ3,DFW,BGTOE SHLLY PUNKY KNEAD TUUUU PAWLZ
DITSY.PAWLZ3,DFW,DITSY CHRLY FRSTI KNEAD TUUUU PAWLZ
BGTOE.SWVAY4,ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI,BGTOE SHLLY PUNKY KNEAD DRYYE SCOPS SWVAY
DITSY.SWVAY4,ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI,DITSY AGAIN FRSTI KNEAD DRYYE SCOPS SWVAY
FRSTI.SWVAY4,ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI,FRSTI KNEAD DRYYE SCOPS SWVAY
SHLLY.SWVAY4,ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI,SHLLY PUNKY KNEAD DRYYE SCOPS SWVAY
BGTOE.TILLA3,DFW,BGTOE SHLLY PUNKY KNEAD TILLA BARGO STURN
DITSY.TILLA3,DFW,DITSY CHRLY FRSTI KNEAD TILLA BARGO STURN
JAAVE.KOLTS2,IND,JAAVE KOLTS GARTE CIRGO EKEKE
USIRE.KOLTS2,IND,USIRE JAAVE KOLTS GARTE CIRGO EKEKE
GUILE.NTNDO1,HND VGT,GUILE BYSEN KONNG KEEKO NTNDO
MISEN.NTNDO1,HND VGT,MISEN LINCK TETRS KONNG KEEKO NTNDO
TNP.NTNDO1,HND VGT,TNP JOTNU ZELMA TETRS KONNG KEEKO NTNDO
BUM.KOOOP1,STL,BUM KOOOP FTZ SNYDR
ANX.KOOOP1,STL,ANX PUTSY KOOOP FTZ SNYDR
SGF.KOOOP1,STL,SGF KOOOP FTZ SNYDR
DERSO.KOURT4,BOI,DERSO KOURT BOLLS EREXE
REAPS.KOURT4,BOI,REAPS SOLDE DERSO KOURT BOLLS EREXE
BULZI.KRAKN1,EYW NQX,BULZI SNAPY NICKI ENDEW FARLU PIKKR MARCI KARTR KRAKN GIGIH
DEFUN.KRAKN1,EYW NQX,DEFUN CABLO BULZI SNAPY NICKI ENDEW FARLU PIKKR MARCI KARTR KRAKN GIGIH
ENDEW.KRAKN1,EYW NQX,ENDEW FARLU PIKKR MARCI KARTR KRAKN GIGIH
KARTR.KRAKN1,EYW NQX,KARTR KRAKN GIGIH
SABEE.KRAKN1,EYW NQX,SABEE EXACT MATNY MARCI KARTR KRAKN GIGIH
SHAQQ.KRAKN1,EYW NQX,SHAQQ MARCI KARTR KRAKN GIGIH
BUWZO.KRATR2,PDX,BUWZO HELNS KRATR HYKER
HELNS.KRATR2,PDX,HELNS KRATR HYKER
KKYLE.KROTO5,ANC,KKYLE AKMAX ROHHN KROTO
PUYVO.KROTO5,ANC,PUYVO AILEE TKA KROTO
WINOR.KROTO5,ANC,WINOR FFITZ ROHHN KROTO
DEVLE.KYAAN4,BOI,DEVLE MAALR KYAAN
JEKER.KYAKS3,FLL FXE HWO OPF PMP,JEKER JASAG SWABS KYAKS
PEACH.KYAKS3,FLL FXE HWO OPF PMP,PEACH SOFAR HEYDR UBUGY ZERUG JEKER JASAG SWABS KYAKS
SOFAR.KYAKS3,FLL FXE HWO OPF PMP,SOFAR HEYDR UBUGY ZERUG JEKER JASAG SWABS KYAKS
FRZBY.DEVYN2,PAE,FRZBY HAUSH DROGA TUNNL LUSRN KYCKR DEVYN
TUNNL.DEVYN2,PAE,TUNNL LUSRN KYCKR DEVYN
CHILD.LAIKS4,AUS,CHILD BIGFN DILLO KTANA LAIKS BOYZZ
DILLO.LAIKS4,AUS,DILLO KTANA LAIKS BOYZZ
FUSCO.LAIKS4,AUS,FUSCO CHILD BIGFN DILLO KTANA LAIKS BOYZZ
PRTZY.LAIKS4,AUS,PRTZY MNTRA DILLO KTANA LAIKS BOYZZ
UCOKA.LAIKS4,AUS,UCOKA DILLO KTANA LAIKS BOYZZ
CYS.LANDR3,APA BJC BKF CFO DEN FNL GXY,CYS GLIMR LIBIE LANDR DVV
ELJAY.LANDR3,APA BJC BKF CFO DEN FNL GXY,ELJAY FONTO LIBIE LANDR DVV
BFF.LANDR3,APA BJC BKF CFO DEN FNL GXY,BFF GLIMR LIBIE LANDR DVV
SNY.LANDR3,APA BJC BKF CFO DEN FNL GXY,SNY FONTO LIBIE LANDR DVV
YANKI.LANDR3,APA BJC BKF CFO DEN FNL GXY,YANKI SNY FONTO LIBIE LANDR DVV
DABOY.LANTK2,OFF OMA,DABOY LANTK
DSM.LANTK2,OFF OMA,DSM LANTK
ALS.LARKS3,APA BJC BKF CFO DEN FNL GXY,ALS KANON HICKY TERRO MURFE LARKS FQF
HBU.LARKS3,APA BJC BKF CFO DEN FNL GXY,HBU HICKY TERRO MURFE LARKS FQF
LOPEC.LARKS3,APA BJC BKF CFO DEN FNL GXY,LOPEC PAPPA HICKY TERRO MURFE LARKS FQF
PUB.LARKS3,APA BJC BKF CFO DEN FNL GXY,PUB KANON HICKY TERRO MURFE LARKS FQF
RSK.LARKS3,APA BJC BKF CFO DEN FNL GXY,RSK LOPEC PAPPA HICKY TERRO MURFE LARKS FQF
SJN.LAVAN3,ABQ AEG,SJN IRULY LAVAN ABQ
ZUN.LAVAN3,ABQ AEG,ZUN IRULY LAVAN ABQ
DENNS.LAVAS1,OGG,DENNS JOLIU PULPS LAVAS GREHG
FITES.LAVAS1,OGG,FITES KAGGA PULPS LAVAS GREHG
KOA.LAVAS1,OGG,KOA MYNAH LAVAS GREHG
SCOON.LAVAS1,OGG,SCOON CNALI PULPS LAVAS GREHG
UPP.LAVAS1,OGG,UPP LAVAS GREHG
BRWRY.LAWGR4,DEN,BRWRY DUNKL KOLSH PLZNR SOOUR MARZN LAWGR PPINT
DUNKL.LAWGR4,DEN,DUNKL KOLSH PLZNR SOOUR MARZN LAWGR PPINT
KOLSH.LAWGR4,DEN,KOLSH PLZNR SOOUR MARZN LAWGR PPINT
MARZN.LAWGR4,DEN,MARZN LAWGR PPINT
PLZNR.LAWGR4,DEN,PLZNR SOOUR MARZN LAWGR PPINT
SOOUR.LAWGR4,DEN,SOOUR MARZN LAWGR PPINT
OCF.LEESE3,ISM MCO ORL,OCF ALADN SHIMM LEESE ORL
SAV.LEESE3,ISM MCO ORL,SAV SHEMP OCF ALADN SHIMM LEESE ORL
OTK.LEESE3,ISM MCO ORL,OTK ALADN SHIMM LEESE ORL
BAUBB.LEGOZ3,CRQ NFG,BAUBB LEGOZ BRIKS AVOLS PACIF
BLOXX.LEGOZ3,CRQ NFG,BLOXX BLDIT TANDY NJAGO LEGOZ BRIKS AVOLS PACIF
BURGL.LEGOZ3,CRQ NFG,BURGL DOUIT BLOXX BLDIT TANDY NJAGO LEGOZ BRIKS AVOLS PACIF
LANDO.LEGOZ3,CRQ NFG,LANDO NUGEE LAX KRAGL LEGOZ BRIKS AVOLS PACIF
REBRG.LEGOZ3,CRQ NFG,REBRG DOUIT BLOXX BLDIT TANDY NJAGO LEGOZ BRIKS AVOLS PACIF
